id,CTDTEMP_ITS90,Salinity_PSS78,Depth,TA,DIC
747,7.73,34.21,321.0,2285.9,2263.6
748,6.1,34.28,525.0,2313.2,2312.7
749,14.96,33.13,2.0,2216.8,1997.8
750,14.95,33.13,20.0,2216.9,1997.0
752,10.85,33.11,99.0,2207.1,2057.3
753,9.15,33.87,170.0,2247.1,2181.9
754,7.25,34.1,320.0,2278.1,2256.2
756,1.56,34.67,3500.0,2429.5,2353.8
757,15.93,33.47,2.0,2235.7,2009.3
758,15.93,33.47,19.0,2234.5,2009.9
760,12.23,33.57,100.0,2231.3,2137.2
762,8.8,34.26,321.0,2280.8,2249.2
763,12.55,33.19,2.0,2220.0,2040.5
765,11.61,33.39,45.0,2226.2,2111.3
766,9.48,33.74,101.0,2241.0,2170.4
767,7.29,34.14,300.0,2283.9,2265.4
768,5.84,34.3,514.0,2321.1,2318.6
769,14.06,32.97,3.0,2206.0,1998.0
770,12.24,33.72,3.0,2262.0,2009.3
771,11.58,33.74,20.0,2231.4,2085.7
772,9.45,34.05,50.0,2259.9,2220.0
773,8.94,34.12,101.0,2269.1,2237.4
774,8.55,34.17,170.0,2276.4,2253.4
775,7.69,34.21,320.0,2290.1,2279.6
776,6.55,34.25,515.0,2333.2,2343.2
777,13.83,33.48,3.0,2243.4,1979.0
778,12.68,33.49,20.0,2242.4,2031.9
779,10.88,33.62,50.0,2232.8,2148.2
780,9.95,33.96,100.0,2250.2,2188.0
781,9.78,34.1,150.0,2263.3,2210.4
782,7.94,34.23,300.0,2287.1,2265.7
783,6.31,34.31,515.0,2316.0,2316.7
784,13.66,33.5,2.0,2243.4,2014.3
786,7.66,34.23,300.0,2290.6,2272.4
788,14.65,33.19,3.0,2220.8,2026.8
789,12.4,33.43,49.0,2235.8,2055.6
791,9.37,33.92,150.0,2251.8,2190.2
792,7.82,34.19,300.0,2283.9,2260.8
793,6.26,34.29,515.0,2313.2,2311.1
795,15.26,33.12,20.0,2214.3,2002.6
796,15.05,33.1,45.0,2215.4,1999.8
797,13.82,33.26,100.0,2218.9,2020.2
799,7.61,33.99,301.0,2264.9,2204.3
801,5.81,34.23,518.0,2311.0,2312.8
804,12.62,33.37,50.0,2222.7,2070.9
806,12.97,33.36,2.0,2235.2,1995.7
808,9.11,34.09,170.0,2256.3,2225.3
812,9.24,33.71,99.0,2236.6,2167.2
813,6.83,34.14,319.0,2286.0,2275.6
814,5.61,34.26,517.0,2316.6,2320.2
815,1.53,34.68,3542.0,2428.2,2348.3
816,13.78,33.28,2.0,2213.0,1971.7
818,12.23,33.4,50.0,2223.2,2072.5
819,10.11,33.76,101.0,2240.4,2174.4
820,9.18,34.07,171.0,2263.7,2221.8
821,8.9,34.14,231.0,2269.3,2238.0
822,7.82,34.19,319.0,2285.7,2282.0
823,6.51,34.24,516.0,2324.1,2335.4
824,14.46,33.19,2.0,2225.9,1987.1
825,13.18,33.28,30.0,2223.7,2049.3
826,11.33,33.4,50.0,2218.5,2115.0
827,10.21,33.71,100.0,2237.9,2169.4
828,9.28,34.05,170.0,2257.0,2213.5
830,8.17,34.23,323.0,2285.7,2264.5
832,14.71,33.3,2.0,2226.8,1999.3
833,14.24,33.35,26.0,2222.9,2018.0
834,11.4,33.34,51.0,2219.2,2100.5
835,9.69,33.73,100.0,2237.8,2164.4
836,8.87,34.03,170.0,2257.6,2205.8
837,8.63,34.18,231.0,2275.0,2238.1
839,6.39,34.3,516.0,2309.7,2309.9
840,13.57,33.39,2.0,2223.1,2039.0
841,11.49,33.44,30.0,2224.4,2095.9
842,10.76,33.56,50.0,2229.9,2134.3
844,8.86,34.13,171.0,2268.4,2230.4
845,7.68,34.24,320.0,2288.3,2276.9
846,6.23,34.3,515.0,2313.6,2313.0
847,13.35,33.13,3.0,2213.6,2020.2
848,12.67,33.26,34.0,2223.7,2046.2
849,12.32,33.3,51.0,2223.9,2054.8
850,9.94,33.4,100.0,2224.2,2120.9
851,9.15,34.02,171.0,2261.8,2208.8
852,8.58,34.15,232.0,2275.0,2238.6
853,7.77,34.23,321.0,2289.9,2271.7
854,6.11,34.31,515.0,2317.8,2317.6
855,16.32,33.32,3.0,2227.7,2005.2
858,14.51,33.25,96.0,2217.1,2016.4
859,10.08,33.48,171.0,2224.9,2107.8
860,8.69,33.89,231.0,2249.8,2176.1
861,7.36,34.02,321.0,2272.9,2226.2
863,1.53,34.68,3539.0,2433.0,2349.2
864,14.15,33.3,2.0,2223.6,2015.1
866,11.48,33.27,50.0,2217.9,2087.7
867,9.88,33.68,100.0,2237.8,2152.9
868,8.5,34.13,230.0,2264.1,2212.9
870,7.86,34.23,321.0,2288.1,2270.2
872,10.82,33.61,50.0,2235.2,2133.6
873,11.34,33.45,30.0,2226.4,2099.2
874,12.12,33.09,50.0,2208.9,2038.5
875,13.8,32.95,3.0,2204.1,1996.3
876,11.06,33.72,2.0,2248.2,2115.4
877,10.96,33.72,29.0,2251.7,2123.9
878,9.9,33.79,50.0,2249.9,2174.8
880,8.7,34.13,170.0,2274.2,2246.6
882,7.69,34.22,320.0,2290.5,2274.9
883,5.72,34.18,517.0,2309.7,2307.9
884,14.52,33.01,2.0,2207.4,2001.0
885,13.23,32.88,51.0,2204.9,1998.5
886,10.71,33.24,100.0,2221.2,2088.5
887,8.84,33.89,171.0,2258.1,2194.4
890,5.28,34.22,526.0,2321.0,2322.1
891,9.55,33.91,30.0,2254.1,2208.5
892,9.22,34.03,50.0,2262.4,2218.6
894,8.34,34.17,173.0,2279.4,2259.7
895,7.98,34.19,231.0,2294.9,2276.3
896,7.48,34.2,321.0,2293.6,2291.3
898,15.23,33.46,2.0,2236.1,2035.9
899,11.18,33.51,30.0,2232.3,2131.7
900,10.31,33.6,51.0,2242.0,2154.6
901,9.6,33.95,101.0,2253.8,2205.1
902,9.1,34.13,172.0,2268.6,2229.4
903,8.66,34.23,230.0,2280.1,2254.5
904,7.51,34.23,319.0,2293.1,2277.2
905,6.28,34.3,517.0,2315.8,2314.2
906,15.86,33.41,2.0,2233.1,1998.7
909,9.68,33.86,100.0,2247.2,2187.6
911,7.82,34.26,320.0,2291.3,2277.1
912,6.27,34.3,517.0,2313.6,2314.0
913,14.66,33.38,2.0,2229.3,2011.0
914,11.55,33.46,33.0,2229.1,2101.6
916,9.31,33.94,101.0,2254.3,2197.6
917,8.82,34.13,170.0,2270.5,2230.8
918,8.26,34.23,231.0,2282.1,2256.1
919,7.29,34.22,320.0,2292.9,2279.8
920,6.14,34.31,515.0,2317.2,2315.7
921,13.38,33.4,2.0,2230.3,2032.9
922,13.16,33.41,30.0,2233.2,2037.2
923,12.64,33.41,50.0,2232.8,2050.7
924,9.48,33.82,102.0,2244.7,2179.6
925,8.6,34.04,170.0,2259.9,2215.8
926,8.06,34.14,231.0,2276.6,2247.7
927,7.34,34.22,320.0,2294.0,2281.3
928,5.82,34.31,523.0,2322.6,2322.6
929,13.89,33.03,2.0,2209.1,1999.6
930,13.85,33.04,31.0,2208.7,1999.8
931,12.86,33.17,52.0,2218.7,2025.1
933,9.06,33.85,174.0,2248.7,2187.5
934,7.84,34.06,269.0,2270.6,2244.7
935,7.14,34.1,322.0,2280.4,2261.0
936,5.49,34.21,518.0,2315.1,2315.4
938,11.05,33.52,31.0,2238.0,2142.1
939,10.03,33.65,51.0,2234.1,2160.7
940,9.3,33.94,101.0,2252.6,2188.6
941,9.37,34.27,171.0,2278.8,2248.1
942,8.59,34.34,320.0,2292.9,2275.4
943,6.59,34.29,517.0,2309.5,2304.8
944,14.09,33.44,2.0,2232.3,2030.1
945,12.93,33.52,40.0,2236.8,2078.1
946,10.53,33.46,60.0,2225.4,2123.6
947,9.72,33.79,99.0,2244.2,2175.2
948,8.98,34.07,169.0,2265.0,2219.4
950,7.61,34.17,320.0,2284.2,2265.9
951,6.18,34.29,515.0,2314.7,2312.8
952,16.88,33.21,2.0,2222.3,2002.7
953,16.1,33.21,29.0,2221.9,2005.1
954,13.71,33.03,49.0,2212.0,2014.2
955,10.14,33.33,100.0,2219.3,2107.5
956,8.46,33.88,169.0,2250.7,2188.6
957,7.83,34.02,230.0,2264.4,2225.3
958,7.03,34.09,320.0,2281.3,2262.8
959,5.62,34.22,515.0,2313.4,2315.0
961,12.22,33.51,30.0,2230.6,2101.5
962,10.38,33.66,50.0,2237.2,2151.7
963,9.41,34.13,100.0,2267.5,2286.8
965,8.63,34.22,229.0,2280.3,2270.5
966,7.92,34.22,320.0,2286.4,2284.4
967,6.52,34.25,516.0,2327.9,2341.7
968,16.0,33.42,2.0,2235.9,2015.0
970,11.05,33.38,50.0,2187.9,2098.8
971,9.96,33.77,100.0,2241.2,2177.6
972,9.44,34.1,170.0,2265.6,2219.1
973,9.16,34.2,230.0,2274.4,2237.7
974,8.51,34.27,321.0,2286.5,2263.8
975,6.99,34.32,515.0,2309.1,2308.4
976,18.33,33.42,2.0,2236.9,1988.3
977,14.36,33.38,30.0,2231.3,2017.6
978,12.08,33.44,50.0,2228.8,2088.4
979,10.12,33.71,100.0,2237.8,2162.2
980,9.25,34.07,169.0,2261.8,2208.8
981,8.88,34.22,230.0,2277.5,2239.3
982,8.46,34.34,320.0,2293.6,2273.6
983,6.77,34.32,516.0,2310.5,2362.2
984,18.56,33.62,3.0,2245.2,1995.7
985,12.33,33.59,29.0,2236.3,2103.6
986,10.58,33.65,49.0,2235.8,2150.8
987,9.36,33.94,100.0,2252.9,2197.8
988,8.7,34.11,169.0,2267.9,2226.6
989,8.04,34.26,270.0,2285.8,2265.1
990,7.55,34.28,320.0,2296.8,2286.2
991,6.12,34.34,515.0,2322.1,2320.3
992,16.99,33.48,2.0,2238.6,2000.2
993,14.67,33.51,30.0,2240.1,2046.7
994,12.47,33.33,50.0,2222.3,2071.1
995,9.41,33.81,101.0,2246.1,2178.7
996,8.69,34.14,170.0,2271.3,2235.5
997,8.01,34.21,230.0,2283.5,2262.5
998,7.21,34.28,320.0,2300.0,2291.4
1000,18.95,33.33,2.0,2225.1,2004.9
1002,15.94,33.19,51.0,2216.1,2002.4
1004,8.98,33.86,169.0,2247.3,2175.4
1005,8.24,34.02,230.0,2263.7,2212.1
1007,5.65,34.23,518.0,2314.0,2316.2
1008,1.55,34.68,3498.0,2432.6,2351.4
1009,18.54,33.44,2.0,2234.0,2005.2
1010,13.26,33.29,31.0,2223.8,2041.0
1011,12.0,33.37,51.0,2224.4,2080.0
1012,9.77,33.83,100.0,2245.2,2173.4
1013,9.4,34.12,171.0,2265.5,2217.6
1014,9.11,34.23,229.0,2277.9,2241.8
1015,8.76,34.26,320.0,2282.1,2253.9
1016,7.08,34.33,517.0,2307.5,2301.5
1017,6.56,34.31,515.0,2312.1,2308.3
1019,8.85,34.11,230.0,2268.6,2220.8
1020,9.93,34.1,170.0,2263.4,2216.4
1021,10.45,33.78,100.0,2239.3,2171.1
1023,14.32,33.31,30.0,2222.4,2026.3
1026,5.66,34.24,515.0,2314.1,2314.4
1028,8.17,34.0,231.0,2262.9,2210.9
1030,11.81,33.21,100.0,2211.7,2058.8
1031,19.06,33.22,25.0,2221.6,1998.4
1033,19.05,33.22,2.0,2218.9,1998.2
1034,17.72,33.35,3.0,2228.3,2001.2
1035,16.5,33.31,30.0,2229.4,2003.4
1036,13.58,33.16,51.0,2216.6,2019.4
1037,10.37,33.39,100.0,2220.3,2108.6
1038,8.87,33.96,170.0,2255.9,2195.3
1039,8.3,34.14,230.0,2276.0,2238.9
1040,7.29,34.16,321.0,2286.6,2268.8
1041,5.92,34.28,515.0,2317.5,2317.5
1043,7.53,34.18,320.0,2289.2,2268.5
1044,8.31,34.1,229.0,2272.6,2234.9
1045,8.69,33.96,169.0,2256.9,2198.7
1046,10.89,33.42,100.0,2222.7,2107.9
1047,16.1,33.25,50.0,2222.7,2009.2
1048,17.71,33.33,30.0,2229.1,2001.9
1049,17.87,33.33,2.0,2229.4,2000.9
1050,17.96,33.49,2.0,2234.4,1991.2
1053,10.12,33.69,100.0,2238.6,2160.9
1054,9.49,34.05,170.0,2262.6,2209.3
1055,8.59,34.11,230.0,2270.9,2230.7
1056,8.21,34.26,320.0,2288.7,2271.0
1057,6.32,34.32,515.0,2319.5,2316.7
1058,17.5,33.43,2.0,2235.8,1989.0
1059,12.59,33.28,30.0,2222.5,2075.4
1060,10.64,33.52,49.0,2231.6,2134.1
1062,9.53,33.98,169.0,2256.8,2204.4
1063,8.93,34.1,230.0,2268.1,2222.1
1064,8.29,34.22,320.0,2284.0,2262.7
1065,6.58,34.32,515.0,2314.8,2312.0
1066,16.05,33.39,2.0,2232.1,1996.4
1067,13.69,33.32,30.0,2227.1,2029.1
1069,10.05,33.65,100.0,2234.2,2160.5
1070,9.05,34.04,170.0,2261.3,2224.0
1072,8.48,34.21,269.0,2280.7,2274.3
1073,7.97,34.22,320.0,2288.5,2292.6
1076,7.57,34.16,319.0,2280.9,2265.3
1077,8.06,34.06,228.0,2268.0,2233.2
1078,8.98,34.02,170.0,2259.2,2216.6
1079,9.97,33.65,99.0,2232.7,2159.0
1080,13.33,33.38,51.0,2226.9,2065.5
1081,16.1,33.42,30.0,2232.2,2004.6
1082,16.19,33.41,20.0,2235.1,2000.1
1083,16.72,33.39,10.0,2233.5,2002.0
1085,17.55,33.24,2.0,2223.8,1998.2
1086,17.55,33.24,20.0,2223.8,1998.8
1087,16.33,33.26,30.0,2225.2,1999.5
1089,10.35,33.35,100.0,2218.1,2095.8
1090,8.76,33.93,171.0,2254.9,2195.1
1091,8.39,34.11,230.0,2272.7,2234.5
1092,7.33,34.15,320.0,2285.2,2267.2
1093,5.64,34.23,515.0,2319.5,2314.7
1095,14.61,33.38,2.0,2230.2,2008.7
1097,11.74,33.44,50.0,2224.3,2119.3
1098,10.08,33.69,100.0,2235.8,2165.1
1099,9.58,34.07,170.0,2262.0,2211.8
1100,8.9,34.19,232.0,2276.9,2238.2
1101,7.97,34.24,320.0,2289.0,2270.1
1102,6.59,34.31,514.0,2313.1,2310.7
1103,14.74,33.34,2.0,2226.3,2010.4
1105,14.69,33.33,50.0,2225.4,2011.0
1106,12.82,33.34,100.0,2219.0,2041.3
1107,9.24,33.83,170.0,2246.4,2180.6
1108,8.25,34.07,230.0,2267.0,2225.7
1109,7.37,34.17,320.0,2288.1,2272.3
1111,1.55,34.68,3500.0,2431.9,2350.4
1112,13.83,33.36,2.0,2226.6,2019.5
1113,13.82,33.36,30.0,2224.5,2020.0
1115,9.72,33.72,100.0,2241.0,2168.9
1116,8.51,34.03,170.0,2264.6,2207.6
1118,6.92,34.16,320.0,2291.7,2277.8
1119,5.83,34.28,515.0,2319.3,2318.3
1120,14.32,33.33,2.0,2225.7,2011.6
1121,14.33,33.33,30.0,2226.2,2011.1
1122,13.95,33.32,50.0,2224.2,2015.3
1124,9.15,33.88,170.0,2251.0,2189.0
1125,8.32,34.06,231.0,2268.0,2225.2
1126,7.2,34.15,321.0,2288.8,2270.0
1127,6.08,34.29,516.0,2318.9,2314.9
1128,14.58,33.39,2.0,2229.5,2012.2
1129,14.19,33.38,30.0,2228.3,2023.4
1131,10.47,33.76,100.0,2243.3,2177.5
1132,9.6,34.08,170.0,2263.6,2216.1
1133,8.64,34.13,230.0,2271.1,2235.1
1134,7.99,34.23,320.0,2287.9,2269.5
1135,6.57,34.31,516.0,2313.5,2311.2
1136,14.94,33.36,2.0,2231.4,1993.7
1137,13.45,33.35,30.0,2225.8,2045.6
1139,9.86,33.71,100.0,2240.6,2169.0
1140,9.21,34.01,170.0,2260.2,2210.0
1141,8.74,34.13,229.0,2271.2,2234.5
1142,8.15,34.2,319.0,2283.7,2261.2
1143,6.6,34.31,515.0,2313.5,2310.2
1144,13.03,33.43,1.0,2230.6,2031.4
1145,12.77,33.44,31.0,2234.1,2035.4
1147,9.79,33.88,100.0,2251.7,2194.6
1148,9.14,34.03,170.0,2262.3,2218.5
1150,8.68,34.13,229.0,2274.0,2246.7
1151,6.5,34.26,515.0,2331.2,2343.3
1152,12.64,33.43,1.0,2233.6,2025.2
1153,12.49,33.44,30.0,2232.8,2032.0
1154,11.01,33.54,50.0,2233.1,2116.7
1155,9.68,33.75,100.0,2242.3,2171.5
1156,8.82,34.01,170.0,2260.4,2214.4
1157,8.23,34.12,231.0,2274.8,2242.0
1158,7.59,34.18,320.0,2280.1,2267.9
1160,13.01,32.94,3.0,2198.6,2002.2
1162,12.88,32.94,27.0,2198.8,2002.0
1165,9.04,33.95,171.0,2249.0,2202.3
1166,8.38,34.09,232.0,2264.8,2234.2
1167,7.52,34.19,321.0,2281.9,2274.0
1168,5.9,34.23,514.0,2304.9,2311.6
1169,3.87,34.47,1000.0,2364.1,2364.6
1170,13.59,33.5,2.0,2234.2,2036.5
1171,12.26,33.53,30.0,2314.4,2066.1
1172,10.54,33.75,50.0,2241.5,2175.9
1177,6.45,34.32,519.0,2314.4,2313.7
1179,14.38,33.33,37.0,2225.8,2013.1
1181,12.82,33.33,95.0,2223.4,2032.6
1182,9.29,33.76,171.0,2241.5,2158.3
1183,8.4,34.02,230.0,2259.9,2206.8
1184,7.52,34.14,321.0,2281.0,2263.1
1186,6.12,34.28,519.0,2313.8,2314.6
1187,7.48,34.2,321.0,2288.8,2272.8
1190,10.8,33.59,101.0,2233.0,2125.8
1191,12.88,33.46,51.0,2228.8,2048.1
1193,13.64,33.42,2.0,2226.1,2020.1
1194,13.99,33.49,2.0,2234.6,2022.4
1195,12.79,33.49,31.0,2234.4,2057.8
1196,11.88,33.44,52.0,2225.2,2044.2
1197,9.5,33.77,99.0,2244.4,2148.3
1198,9.02,34.12,170.0,2268.7,2200.2
1199,8.26,34.2,230.0,2280.2,2228.7
1201,13.09,33.47,2.0,2230.9,2024.0
1202,12.9,33.46,27.0,2230.3,2035.1
1203,11.25,33.57,50.0,2230.8,2137.7
1205,9.32,34.17,170.0,2270.0,2227.7
1206,8.84,34.28,231.0,2306.1,2256.3
1208,6.46,34.31,516.0,2314.1,2312.1
1209,13.49,33.49,2.0,2235.4,2033.8
1211,10.62,33.72,50.0,2282.6,2170.9
1212,9.88,34.02,100.0,2263.3,2208.7
1214,9.03,34.33,229.0,2288.1,2262.8
1215,7.89,34.27,320.0,2306.2,2278.3
1217,11.7,33.69,2.0,2292.5,2053.4
1218,11.23,33.72,31.0,2273.4,2104.3
1219,9.41,34.1,101.0,2310.6,2223.7
1222,7.64,34.21,321.0,2317.0,2282.3
1223,6.46,34.24,516.0,2335.4,2340.3
1224,12.97,33.03,2.0,2206.5,2009.8
1226,12.38,33.03,51.0,2203.5,2014.6
1227,10.68,33.17,101.0,2208.0,2055.2
1229,8.04,34.01,230.0,2264.5,2216.9
1230,7.1,34.07,320.0,2277.1,2257.1
1232,10.44,33.76,2.0,2246.0,2139.4
1234,10.44,33.75,50.0,2181.6,2140.1
1236,8.7,34.13,171.0,2269.5,2240.8
1237,8.19,34.21,230.0,2281.6,2259.1
1238,7.68,34.22,322.0,2289.4,2276.8
1239,6.47,34.28,520.0,2305.7,2307.4
1240,6.84,34.32,516.0,2314.2,2304.3
1241,8.7,34.33,321.0,2291.2,2269.7
1243,9.19,34.11,171.0,2266.8,2222.1
1244,9.69,33.94,100.0,2253.1,2198.3
1245,10.6,33.61,49.0,2231.6,2142.0
1246,12.24,33.47,31.0,2228.6,2066.8
1247,18.75,33.59,3.0,2241.2,1992.9
1248,5.99,34.29,516.0,2318.4,2316.2
1249,7.26,34.12,321.0,2303.8,2264.3
1250,8.4,34.08,230.0,2269.4,2229.8
1251,9.05,33.96,170.0,2255.7,2205.3
1252,10.58,33.46,100.0,2227.1,2107.5
1253,13.72,33.2,50.0,2220.3,2026.0
1254,15.05,33.21,27.0,2221.1,2009.0
1255,15.18,33.2,2.0,2219.8,2007.0
1256,14.41,33.48,2.0,2237.0,2028.8
1259,9.42,33.69,100.0,2238.1,2157.2
1261,7.74,34.08,230.0,2273.9,2240.8
1262,6.92,34.16,320.0,2291.2,2280.8
1265,15.96,33.64,18.0,2245.3,2038.1
1266,10.94,33.71,50.0,2242.9,2140.5
1267,9.08,33.96,100.0,2255.9,2207.2
1268,8.34,34.07,170.0,2267.6,2231.2
1269,7.76,34.13,230.0,2278.3,2254.7
1270,6.95,34.17,320.0,2290.9,2278.8
1271,6.08,34.31,516.0,2320.8,2320.8
1273,13.8,33.46,30.0,2231.6,2022.0
1274,11.37,33.49,50.0,2225.3,2103.8
1275,9.97,33.76,100.0,2240.2,2164.0
1276,9.25,34.07,169.0,2263.3,2214.1
1277,9.03,34.21,230.0,2278.6,2242.1
1278,8.57,34.28,320.0,2288.8,2263.7
1279,7.06,34.31,516.0,2308.4,2301.2
1280,19.39,33.59,2.0,2242.6,1989.0
1282,11.69,33.54,50.0,2232.3,2103.0
1283,9.84,33.82,101.0,2247.7,2180.8
1284,9.36,34.09,170.0,2266.8,2222.8
1285,8.97,34.19,230.0,2278.0,2240.2
1286,8.48,34.27,320.0,2289.1,2264.5
1287,7.02,34.29,515.0,2307.1,2299.6
1290,10.45,33.75,50.0,2244.3,2162.9
1291,9.51,33.97,101.0,2257.4,2202.8
1292,9.29,34.12,171.0,2270.0,2235.4
1294,7.94,34.21,319.0,2289.9,2284.2
1295,6.51,34.24,515.0,2332.6,2342.0
1296,14.54,33.62,2.0,2249.9,1990.2
1297,13.73,33.62,30.0,2245.5,2061.2
1300,8.94,34.15,170.0,2272.6,2235.6
1301,8.59,34.22,230.0,2281.8,2256.9
1302,8.14,34.26,320.0,2290.0,2271.6
1303,6.76,34.29,516.0,2310.2,2303.7
1304,15.22,33.19,3.0,2221.7,2009.3
1305,14.78,33.25,19.0,2225.3,2015.1
1306,11.31,33.04,49.0,2209.2,2049.5
1307,9.72,33.41,100.0,2222.2,2109.8
1308,8.26,33.91,172.0,2255.2,2175.2
1310,6.53,34.06,319.0,2285.8,2267.4
1311,5.62,34.26,518.0,2318.9,2319.9
1312,6.61,34.31,516.0,2311.8,2307.6
1314,8.53,34.14,269.0,2273.4,2236.3
1316,9.57,33.92,170.0,2252.1,2188.4
1317,12.07,33.51,84.0,2232.2,2104.7
1318,13.35,33.44,50.0,2228.5,2070.0
1319,16.57,33.46,30.0,2233.0,2006.3
1321,1.57,34.68,3500.0,2432.7,2350.8
1324,8.44,33.96,230.0,2256.5,2190.7
1325,9.65,33.63,170.0,2235.9,2150.4
1326,12.9,33.27,101.0,2219.6,2044.4
1327,16.95,33.24,51.0,2223.3,2000.4
1328,17.97,33.21,2.0,2222.2,1999.3
1329,6.18,34.29,516.0,2310.2,2313.1
1330,7.16,34.13,319.0,2280.7,2266.1
1331,7.91,34.05,230.0,2265.3,2225.6
1332,8.86,33.89,171.0,2250.3,2183.0
1333,10.52,33.36,100.0,2215.5,2092.4
1335,15.39,33.38,30.0,2229.7,2008.9
1336,17.66,33.55,2.0,2240.3,2006.7
1337,6.48,34.32,515.0,2317.1,2314.4
1338,8.3,34.25,318.0,2285.7,2266.4
1339,8.92,34.08,230.0,2266.1,2220.2
1341,11.43,33.58,101.0,2229.8,2129.6
1342,12.69,33.44,50.0,2222.3,2083.3
1343,14.42,33.43,30.0,2228.5,2032.8
1344,18.31,33.57,2.0,2240.8,2006.3
1346,8.06,34.27,320.0,2289.2,2274.4
1347,9.03,34.16,230.0,2272.4,2235.1
1348,9.61,33.94,169.0,2251.5,2193.2
1349,10.95,33.64,99.0,2233.0,2143.2
1352,19.91,33.59,2.0,2243.1,2001.0
1353,6.22,34.3,515.0,2314.4,2312.3
1354,7.27,34.16,319.0,2286.4,2271.5
1355,8.07,34.03,229.0,2260.7,2215.7
1357,10.36,33.44,105.0,2222.4,2107.7
1358,12.86,33.17,53.0,2211.7,2024.8
1359,17.31,33.54,31.0,2238.3,2007.9
1360,17.41,33.55,2.0,2241.3,2008.3
1363,8.9,34.2,230.0,2279.9,2262.4
1364,9.37,34.07,171.0,2265.8,2226.6
1365,10.47,33.68,100.0,2235.4,2154.0
1366,11.13,33.55,50.0,2230.4,2121.8
1367,12.6,33.43,31.0,2222.8,2081.9
1368,17.89,33.57,2.0,2236.7,2001.4
1369,6.07,34.22,516.0,2308.4,2306.7
1371,9.14,34.11,229.0,2269.3,2226.6
1372,9.33,34.04,169.0,2261.6,2212.8
1373,9.63,33.89,100.0,2249.7,2188.1
1374,11.02,33.54,50.0,2230.3,2124.7
1375,13.19,33.38,30.0,2225.7,2058.4
1376,15.45,33.44,15.0,2231.2,2010.3
1379,7.73,34.23,320.0,2284.0,2275.8
1380,8.1,34.03,230.0,2259.3,2220.7
1381,8.99,33.95,170.0,2250.1,2200.6
1382,10.38,33.39,100.0,2223.9,2100.0
1383,12.89,33.05,51.0,2195.9,2008.5
1384,14.21,33.16,42.0,2215.0,2007.5
1385,16.49,33.21,30.0,2218.4,1998.3
1386,17.54,33.16,2.0,2218.7,1997.5
1387,6.38,34.3,515.0,2312.5,2310.1
1388,7.76,34.22,320.0,2296.5,2269.1
1389,8.8,34.17,230.0,2272.6,2230.0
1390,9.51,34.05,170.0,2260.4,2204.9
1391,10.56,33.78,100.0,2241.0,2167.2
1392,11.85,33.4,50.0,2215.9,2088.5
1394,14.36,33.51,2.0,2233.3,2019.6
1396,7.29,34.1,319.0,2278.2,2259.2
1397,8.3,34.04,231.0,2265.3,2222.2
1399,12.59,33.2,94.0,2207.3,2030.3
1400,14.81,33.34,50.0,2225.2,2011.1
1401,14.81,33.34,29.0,2212.8,2010.9
1403,6.13,34.3,514.0,2312.5,2313.8
1404,7.33,34.2,320.0,2293.6,2274.3
1405,8.01,34.13,230.0,2282.7,2245.8
1406,8.67,34.02,170.0,2266.6,2216.9
1407,10.33,33.55,100.0,2248.1,2132.3
1408,13.33,33.49,50.0,2237.6,2032.5
1409,13.33,33.49,30.0,2237.5,2033.0
1410,13.32,33.49,2.0,2233.3,2034.1
1411,6.15,34.3,514.0,2312.2,2313.1
1412,7.47,34.18,320.0,2276.0,2258.4
1414,8.7,34.01,170.0,2253.4,2208.5
1415,10.14,33.57,100.0,2229.3,2135.2
1416,13.41,33.49,50.0,2236.0,2036.2
1418,13.92,33.49,2.0,2226.8,2027.2
1419,6.41,34.31,515.0,2315.5,2311.6
1420,7.94,34.21,320.0,2287.0,2266.2
1422,9.63,34.17,170.0,2272.4,2227.3
1423,10.13,33.84,100.0,2246.8,2182.4
1424,12.02,33.46,50.0,2238.8,2073.9
1425,13.26,33.5,30.0,2240.0,2026.2
1428,7.76,34.22,320.0,2288.9,2274.2
1429,8.45,34.15,230.0,2275.4,2242.8
1430,9.14,34.05,170.0,2262.4,2215.3
1433,12.49,33.49,30.0,2234.3,2054.4
1434,13.36,33.51,2.0,2236.7,2022.4
1435,6.58,34.24,514.0,2339.8,2354.0
1438,9.85,33.86,100.0,2250.0,2187.7
1439,10.83,33.65,51.0,2237.0,2140.0
1440,11.48,33.55,33.0,2235.2,2097.5
1441,12.28,33.55,1.0,2238.4,2047.2
1442,5.97,34.27,517.0,2318.4,2315.8
1443,8.47,34.11,230.0,2289.1,2273.7
1445,9.41,33.75,100.0,2249.5,2185.2
1446,10.29,33.47,51.0,2225.3,2119.5
1447,11.69,33.38,30.0,2224.1,2067.9
1449,12.93,33.29,2.0,2223.5,2022.3
1450,5.78,34.27,516.0,2321.0,2320.9
1452,8.18,34.05,230.0,2268.2,2230.7
1453,8.83,33.89,170.0,2250.8,2187.7
1454,9.89,33.53,100.0,2228.5,2128.6
1455,14.29,33.44,52.0,2233.8,2021.0
1457,14.23,33.35,28.0,2228.1,2014.1
1458,14.28,33.35,2.0,2227.0,2012.3
1459,6.2,34.33,516.0,2321.1,2317.9
1460,7.89,34.24,320.0,2289.8,2269.3
1461,8.68,34.24,231.0,2281.3,2251.4
1462,9.21,34.17,171.0,2272.7,2232.2
1463,9.82,33.98,101.0,2255.9,2202.1
